일자,시가
2023-06-02,176400
2023-06-01,171300
2023-05-31,172100
2023-05-30,175100
2023-05-26,173100
2023-05-25,178100
2023-05-24,179100
2023-05-23,178400
2023-05-22,174000
2023-05-19,172100
2023-05-18,171900
2023-05-17,167500
2023-05-16,168000
2023-05-15,165500
2023-05-12,167800
2023-05-11,170000
2023-05-10,171700
2023-05-09,165900
2023-05-08,163800
2023-05-04,158200
2023-05-03,157100
2023-05-02,160700
